time_rank,temperature,pressure,humidity,wind_speed,PM2.5,NO2,CO,O3,SO2
2575,22.8,1003.5,69.0,0.9,189.0,115.0,0.691856678,20.0,13.0
2576,24.9,1003.7,59.0,0.9,188.0,138.0,0.690716612,35.0,25.0
2577,27.5,1003.7,52.0,1.2,193.0,112.0,0.689576547,101.0,31.0
2578,29.1,1003.3,48.0,2.0,168.0,47.0,0.6884364820000001,220.0,35.0
2579,30.2,1003.0,44.0,3.4,160.0,30.0,0.687296417,273.0,23.0
2580,31.7,1002.5,41.0,3.4,134.0,19.0,0.686156352,292.0,30.0
2581,32.7,1001.7,39.0,3.5,134.0,9.0,0.6850162870000001,297.0,34.0
2582,33.4,1001.2,35.0,3.3,109.0,17.0,0.6838762209999999,294.0,28.0
2583,33.7,1000.6,34.0,4.0,110.0,9.0,0.6827361559999999,288.0,16.0
2584,33.9,1000.3,30.0,4.2,101.0,9.0,0.681596091,274.0,21.0
2585,33.8,1000.2,32.0,3.9,100.7732794,9.076923077,0.680456026,273.65587039999997,20.97165992
2586,33.0,1000.0,37.0,3.2,100.5465587,9.153846154,0.6793159609999999,273.3117409,20.94331984
2587,31.9,1000.5,42.0,1.8,100.3198381,9.230769231,0.678175896,272.9676113,20.91497976
2588,30.9,1001.1,44.0,2.0,100.09311740000001,9.307692308,0.677035831,272.6234818,20.88663968
2589,30.5,1001.7,45.0,2.0,99.86639676,9.384615385,0.675895765,272.2793522,20.858299600000002
2590,29.2,1002.1,48.0,2.3,99.63967611,9.461538462,0.6747557,271.9352227,20.82995951
2591,28.4,1002.0,52.0,3.2,99.41295547,9.538461538,0.673615635,271.5910931,20.80161943
2592,26.2,1001.7,59.0,1.8,99.18623482,9.615384615,0.67247557,271.2469636,20.77327935
2593,24.1,1001.6,68.0,1.1,98.95951417,9.692307692,0.671335505,270.902834,20.74493927
2594,22.8,1001.2,73.0,0.8,98.73279352,9.769230769,0.67019544,270.5587045,20.71659919
2595,21.6,1001.2,81.0,0.5,98.50607287,9.846153846,0.669055375,270.2145749,20.68825911
2596,20.6,1001.5,88.0,0.4,98.27935223,9.923076923,0.667915309,269.87044530000003,20.65991903
2597,20.5,1001.8,88.0,0.6,98.05263158,10.0,0.666775244,269.5263158,20.63157895
2598,21.3,1002.5,87.0,1.0,97.82591093,10.07692308,0.665635179,269.1821862,20.60323887
2599,24.6,1002.9,70.0,1.1,97.59919028,10.15384615,0.6644951139999999,268.8380567,20.57489879
2600,26.5,1003.3,64.0,1.5,97.37246964,10.23076923,0.663355049,268.4939271,20.5465587
2601,28.1,1003.3,59.0,1.0,97.14574899,10.30769231,0.662214984,268.1497976,20.51821862
2602,30.2,1003.1,55.0,0.9,96.91902834,10.38461538,0.661074919,267.805668,20.48987854
2603,31.5,1002.9,51.0,2.0,96.69230769,10.46153846,0.659934853,267.46153849999996,20.46153846
2604,32.1,1002.5,50.0,2.5,96.46558704,10.53846154,0.658794788,267.11740890000004,20.43319838
2605,32.5,1001.8,43.0,2.6,96.2388664,10.61538462,0.6576547229999999,266.77327940000004,20.4048583
2606,34.7,1001.0,32.0,5.1,96.01214575,10.69230769,0.656514658,266.4291498,20.37651822
2607,35.3,1000.5,29.0,5.0,95.7854251,10.76923077,0.655374593,266.08502020000003,20.34817814
2608,35.3,1000.3,24.0,5.5,95.55870445,10.84615385,0.6542345279999999,265.74089069999997,20.31983806
2609,35.4,1000.2,21.0,5.1,95.33198381,10.92307692,0.653094463,265.3967611,20.29149798
2610,33.5,1000.8,27.0,3.9,95.10526316,11.0,0.651954397,265.0526316,20.26315789
2611,31.7,1001.3,30.0,3.2,94.87854251,11.07692308,0.650814332,264.708502,20.23481781
2612,30.2,1002.1,36.0,2.8,94.65182186,11.15384615,0.6496742670000001,264.3643725,20.20647773
2613,29.1,1003.0,39.0,3.0,94.42510121,11.23076923,0.648534202,264.0202429,20.17813765
2614,28.1,1003.5,37.0,3.2,94.19838057,11.30769231,0.647394137,263.6761134,20.14979757
2615,27.3,1003.8,37.0,2.7,93.97165992,11.38461538,0.6462540720000001,263.3319838,20.12145749
2616,26.5,1004.2,40.0,2.1,93.74493927,11.46153846,0.645114007,262.9878543,20.09311741
2617,24.7,1004.3,46.0,1.9,93.51821862,11.53846154,0.643973941,262.6437247,20.06477733
2618,23.3,1004.4,54.0,1.4,93.29149798,11.61538462,0.642833876,262.2995951,20.03643725
2619,20.8,1004.7,68.0,1.6,93.06477733,11.69230769,0.641693811,261.95546559999997,20.00809717
2620,18.8,1004.7,78.0,0.6,92.83805668,11.76923077,0.640553746,261.611336,19.97975709
2621,18.2,1005.1,82.0,0.2,92.61133603,11.84615385,0.6394136810000001,261.2672065,19.951417000000003
2622,19.7,1005.7,78.0,0.3,92.38461538,11.92307692,0.638273616,260.9230769,19.92307692
2623,23.5,1006.2,66.0,0.8,92.15789474,12.0,0.63713355,260.5789474,19.89473684
2624,25.6,1006.3,60.0,1.1,91.93117409,12.07692308,0.635993485,260.23481780000003,19.86639676
2625,28.1,1006.4,53.0,1.5,91.70445344,12.15384615,0.63485342,259.89068829999997,19.83805668
2626,29.4,1006.4,48.0,1.4,91.47773279,12.23076923,0.633713355,259.5465587,19.8097166
2627,31.0,1006.1,43.0,2.0,91.25101215,12.30769231,0.63257329,259.20242909999996,19.78137652
2628,32.6,1005.4,37.0,2.5,91.0242915,12.38461538,0.631433225,258.8582996,19.75303644
2629,33.6,1004.4,31.0,2.7,90.79757085,12.46153846,0.63029316,258.51417000000004,19.72469636
2630,34.5,1003.6,23.0,3.3,90.5708502,12.53846154,0.629153094,258.17004049999997,19.69635628
2631,34.5,1002.8,29.0,2.5,90.34412955,12.61538462,0.628013029,257.8259109,19.66801619
2632,34.3,1002.1,28.0,2.6,90.11740891,12.69230769,0.626872964,257.48178140000005,19.63967611
2633,33.5,1002.1,30.0,3.7,89.89068826,12.76923077,0.625732899,257.1376518,19.61133603
2634,30.0,1003.0,40.0,3.8,89.66396761,12.84615385,0.624592834,256.7935223,19.58299595
2635,30.7,1002.6,22.0,3.9,89.43724696,12.92307692,0.623452769,256.4493927,19.55465587
2636,28.7,1002.8,33.0,3.2,89.21052632,13.0,0.6223127039999999,256.10526319999997,19.52631579
2637,26.9,1003.8,43.0,1.7,88.98380567,13.07692308,0.621172638,255.76113360000002,19.49797571
2638,26.2,1004.3,50.0,1.7,88.75708502,13.15384615,0.6200325729999999,255.417004,19.46963563
2639,24.4,1004.5,56.0,0.9,88.53036437,13.23076923,0.618892508,255.0728745,19.44129555
2640,24.3,1004.9,58.0,1.4,88.30364372,13.30769231,0.617752443,254.7287449,19.41295547
2641,23.6,1004.9,62.0,2.7,88.07692308,13.38461538,0.616612378,254.3846154,19.38461538
2642,22.5,1004.8,59.0,3.1,87.85020243,13.46153846,0.6154723129999999,254.0404858,19.3562753
2643,21.6,1005.0,63.0,2.6,87.62348178,13.53846154,0.614332248,253.69635630000002,19.32793522
2644,20.7,1005.4,66.0,2.6,87.39676113,13.61538462,0.613192182,253.3522267,19.29959514
2645,19.8,1005.7,68.0,2.0,87.17004049,13.69230769,0.6120521170000001,253.0080972,19.27125506
2646,19.6,1006.4,68.0,1.9,86.94331984,13.76923077,0.610912052,252.6639676,19.24291498
2647,20.7,1006.8,66.0,2.8,86.71659919,13.84615385,0.609771987,252.3198381,19.2145749
2648,21.7,1007.0,66.0,3.0,86.48987854,13.92307692,0.608631922,251.9757085,19.18623482
2649,23.7,1007.1,60.0,2.9,86.26315789,14.0,0.6074918570000001,251.6315789,19.15789474
2650,25.2,1006.8,55.0,3.2,86.03643725,14.07692308,0.606351792,251.28744939999999,19.12955466
2651,26.1,1006.4,53.0,3.6,85.8097166,14.15384615,0.6052117260000001,250.94331980000004,19.10121457
2652,27.1,1005.7,49.0,3.3,85.58299595,14.23076923,0.604071661,250.5991903,19.07287449
2653,28.1,1005.2,41.0,3.2,85.35627530000001,14.30769231,0.602931596,250.25506069999997,19.04453441
2654,27.9,1004.4,41.0,3.6,85.12955466,14.38461538,0.601791531,249.9109312,19.01619433
2655,28.5,1003.6,43.0,3.8,84.90283401,14.46153846,0.600651466,249.5668016,18.98785425
2656,28.3,1003.1,43.0,5.1,84.67611336,14.53846154,0.599511401,249.22267209999998,18.95951417
2657,27.6,1002.9,42.0,4.7,84.44939271,14.61538462,0.598371336,248.87854249999998,18.93117409
2658,26.3,1003.2,47.0,4.4,84.22267206,14.69230769,0.59723127,248.534413,18.90283401
2659,23.8,1003.9,57.0,4.5,83.99595142,14.76923077,0.596091205,248.19028340000003,18.87449393
2660,22.2,1005.2,63.0,4.4,83.76923077,14.84615385,0.59495114,247.84615380000002,18.84615385
2661,21.6,1006.5,69.0,4.1,83.54251012,14.92307692,0.593811075,247.50202430000002,18.81781377
2662,21.1,1007.1,72.0,2.7,83.31578947,15.0,0.59267101,247.15789469999996,18.78947368
2663,21.0,1007.1,70.0,2.3,83.08906883,15.07692308,0.591530945,246.81376519999998,18.7611336
2664,20.7,1007.1,68.0,1.3,82.86234818,15.15384615,0.590390879,246.4696356,18.73279352
2665,20.7,1006.2,62.0,2.7,82.63562753,15.23076923,0.589250814,246.12550609999997,18.70445344
2666,20.3,1005.7,59.0,2.0,82.40890688,15.30769231,0.5881107489999999,245.78137650000002,18.67611336
2667,20.3,1005.6,57.0,2.4,82.18218623,15.38461538,0.586970684,245.437247,18.64777328
2668,19.7,1005.4,61.0,2.1,81.95546559,15.46153846,0.585830619,245.0931174,18.6194332
2669,19.2,1005.4,67.0,2.3,81.72874494,15.53846154,0.584690554,244.74898790000003,18.59109312
2670,18.9,1005.3,73.0,3.0,81.50202429,15.61538462,0.583550489,244.4048583,18.56275304
2671,18.5,1005.6,79.0,2.3,81.27530364,15.69230769,0.582410423,244.0607287,18.53441296
2672,17.9,1006.2,85.0,2.7,81.048583,15.76923077,0.5812703579999999,243.71659920000002,18.50607287
2673,17.3,1006.9,94.0,2.5,80.82186235,15.84615385,0.580130293,243.3724696,18.47773279
2674,17.0,1007.1,94.0,2.9,80.5951417,15.92307692,0.578990228,243.0283401,18.44939271
2675,17.0,1008.3,95.0,1.9,80.36842105,16.0,0.5778501629999999,242.6842105,18.42105263
2676,17.0,1008.2,94.0,2.7,80.1417004,16.07692308,0.576710098,242.340081,18.39271255
2677,16.4,1008.3,94.0,2.5,79.91497976,16.15384615,0.575570033,241.9959514,18.36437247
2678,16.5,1008.7,94.0,2.4,79.68825911,16.23076923,0.574429967,241.65182190000002,18.33603239
2679,16.5,1008.6,91.0,3.2,79.46153846,16.30769231,0.5732899020000001,241.30769229999999,18.30769231
2680,16.5,1008.7,91.0,2.2,79.23481781,16.38461538,0.572149837,240.9635628,18.27935223
2681,16.8,1008.7,87.0,2.0,79.00809717,16.46153846,0.571009772,240.6194332,18.25101215
2682,17.0,1008.8,86.0,1.8,78.78137652,16.53846154,0.5698697070000001,240.27530359999997,18.22267206
2683,17.1,1009.6,87.0,1.3,78.55465587,16.61538462,0.568729642,239.9311741,18.19433198
2684,16.7,1009.9,90.0,0.4,78.32793522,16.69230769,0.567589577,239.5870445,18.165991899999998
2685,16.2,1010.7,94.0,0.2,78.10121457,16.76923077,0.566449511,239.24291499999998,18.13765182
2686,16.6,1011.3,93.0,0.7,77.87449393,16.84615385,0.565309446,238.89878540000004,18.10931174
2687,16.0,1011.7,95.0,0.8,77.64777328,16.92307692,0.564169381,238.5546559,18.08097166
2688,16.2,1011.6,96.0,1.0,77.42105263,17.0,0.5630293160000001,238.21052630000003,18.05263158
2689,15.4,1011.5,96.0,1.0,77.19433198,17.07692308,0.561889251,237.86639680000005,18.0242915
2690,15.0,1011.6,97.0,0.5,76.96761134,17.15384615,0.560749186,237.5222672,17.99595142
2691,14.0,1011.6,97.0,0.6,76.74089069,17.23076923,0.559609121,237.17813769999998,17.96761134
2692,15.5,1011.4,98.0,1.4,76.51417004,17.30769231,0.558469055,236.83400809999998,17.93927126
2693,14.9,1011.5,98.0,1.1,76.28744939,17.38461538,0.55732899,236.4898785,17.91093117
2694,14.8,1011.8,98.0,0.7,76.06072874,17.46153846,0.556188925,236.14574900000002,17.88259109
2695,16.0,1011.7,86.0,0.9,75.83400809999999,17.53846154,0.55504886,235.80161940000002,17.85425101
2696,19.3,1011.6,66.0,0.7,75.60728745,17.61538462,0.553908795,235.4574899,17.82591093
2697,21.0,1011.4,45.0,1.5,75.3805668,17.69230769,0.55276873,235.1133603,17.79757085
2698,22.7,1011.4,42.0,1.5,75.15384615,17.76923077,0.551628664,234.76923080000003,17.76923077
2699,23.6,1011.2,38.0,2.5,74.92712551,17.84615385,0.550488599,234.4251012,17.74089069
2700,25.2,1010.5,32.0,1.3,74.70040486,17.92307692,0.5493485339999999,234.08097169999996,17.71255061
2701,26.4,1009.8,30.0,2.1,74.47368421,18.0,0.548208469,233.73684210000002,17.68421053
2702,27.2,1009.0,32.0,2.5,74.24696356,18.07692308,0.547068404,233.3927126,17.65587045
2703,28.1,1007.8,29.0,2.5,74.02024291,18.15384615,0.545928339,233.048583,17.62753036
2704,28.5,1007.1,28.0,2.7,73.79352227,18.23076923,0.544788274,232.7044534,17.59919028
2705,28.3,1006.4,31.0,2.9,73.56680162,18.30769231,0.543648208,232.3603239,17.5708502
2706,27.5,1006.1,31.0,2.9,73.34008097,18.38461538,0.5425081429999999,232.0161943,17.54251012
2707,25.8,1006.3,35.0,2.8,73.11336032,18.46153846,0.541368078,231.67206480000002,17.51417004
2708,24.5,1006.5,36.0,1.9,72.88663968,18.53846154,0.540228013,231.32793519999998,17.48582996
2709,23.5,1007.0,38.0,2.3,72.65991903,18.61538462,0.5390879479999999,230.9838057,17.45748988
2710,22.3,1007.1,41.0,2.2,72.43319838,18.69230769,0.537947883,230.6396761,17.4291498
2711,21.3,1006.9,45.0,1.9,72.20647773,18.76923077,0.536807818,230.2955466,17.40080972
2712,19.7,1006.6,51.0,1.5,71.97975709,18.84615385,0.535667752,229.951417,17.37246964
2713,18.3,1006.3,57.0,1.2,71.75303644,18.92307692,0.5345276870000001,229.6072874,17.34412955
2714,16.0,1006.1,69.0,0.6,71.52631579,19.0,0.533387622,229.26315789999998,17.31578947
2715,13.4,1006.0,84.0,0.7,71.29959514,19.07692308,0.532247557,228.91902830000004,17.28744939
2716,13.0,1005.9,88.0,0.4,71.07287449,19.15384615,0.5311074920000001,228.5748988,17.25910931
2717,12.0,1006.3,92.0,0.0,70.84615385,19.23076923,0.529967427,228.23076919999997,17.23076923
2718,14.1,1006.7,90.0,0.2,70.6194332,19.30769231,0.528827362,227.8866397,17.20242915
2719,20.8,1006.7,56.0,0.8,70.39271255,19.38461538,0.527687296,227.5425101,17.17408907
2720,23.5,1006.9,43.0,1.1,70.16599190000001,19.46153846,0.526547231,227.19838059999998,17.14574899
2721,26.7,1006.7,26.0,1.9,69.93927126,19.53846154,0.525407166,226.85425099999998,17.11740891
2722,28.7,1006.4,23.0,1.5,69.71255061,19.61538462,0.5242671010000001,226.5101215,17.08906883
2723,30.0,1005.7,19.0,1.7,69.48582996,19.69230769,0.523127036,226.16599190000002,17.06072874
2724,31.2,1004.7,18.0,3.3,69.25910931,19.76923077,0.521986971,225.82186230000002,17.03238866
2725,32.1,1003.8,17.0,3.5,69.03238866,19.84615385,0.520846906,225.4777328,17.00404858
2726,32.6,1002.9,16.0,4.3,68.80566802,19.92307692,0.51970684,225.13360319999995,16.9757085
2727,33.3,1001.8,16.0,4.1,68.57894737,20.0,0.518566775,224.78947369999997,16.94736842
2728,32.8,1001.3,16.0,5.0,68.35222672,20.07692308,0.51742671,224.4453441,16.91902834
2729,32.1,1000.8,16.0,5.0,68.12550607,20.15384615,0.516286645,224.10121459999996,16.89068826
2730,31.1,1000.4,17.0,4.2,67.89878543,20.23076923,0.51514658,223.75708500000002,16.86234818
2731,29.4,1000.2,21.0,4.1,67.67206478,20.30769231,0.514006515,223.4129555,16.834008100000002
2732,28.0,1000.6,25.0,3.5,67.44534413,20.38461538,0.51286645,223.0688259,16.80566802
2733,26.1,1001.4,29.0,2.2,67.21862348,20.46153846,0.511726384,222.72469640000003,16.77732794
2734,25.9,1001.8,27.0,2.6,66.99190283,20.53846154,0.510586319,222.3805668,16.74898785
2735,24.7,1002.1,30.0,2.4,66.76518219,20.61538462,0.509446254,222.0364372,16.72064777
2736,21.5,1002.5,40.0,0.5,66.53846154,20.69230769,0.508306189,221.69230770000001,16.69230769
2737,17.6,1002.9,54.0,0.8,66.31174089,20.76923077,0.5071661239999999,221.34817809999998,16.66396761
2738,18.1,1002.9,56.0,0.8,66.08502024,20.84615385,0.506026059,221.0040486,16.63562753
2739,17.7,1003.2,49.0,1.0,65.85829960000001,20.92307692,0.5048859929999999,220.659919,16.60728745
2740,20.3,1003.9,36.0,0.3,65.63157895,21.0,0.503745928,220.3157895,16.57894737
2741,19.4,1004.5,38.0,0.8,65.4048583,21.07692308,0.502605863,219.9716599,16.55060729
2742,23.5,1005.3,28.0,1.1,65.17813765,21.15384615,0.501465798,219.6275304,16.52226721
2743,26.1,1006.2,25.0,1.4,64.951417,21.23076923,0.5003257329999999,219.28340079999998,16.49392713
2744,27.8,1007.0,23.0,1.9,64.72469636,21.30769231,0.49918566799999997,218.9392713,16.46558704
2745,29.4,1007.8,22.0,3.9,64.49797571,21.38461538,0.49804560299999995,218.5951417,16.43724696
2746,27.9,1008.2,30.0,4.1,64.27125506,21.46153846,0.496905537,218.25101209999997,16.40890688
2747,27.0,1008.4,38.0,4.8,64.04453441,21.53846154,0.49576547200000004,217.9068826,16.3805668
2748,28.1,1008.0,36.0,4.4,63.81781377,21.61538462,0.494625407,217.562753,16.35222672
2749,27.6,1007.9,39.0,5.5,63.59109312,21.69230769,0.49348534200000005,217.21862349999998,16.32388664
2750,27.2,1007.6,39.0,5.0,63.36437247,21.76923077,0.492345277,216.87449390000003,16.29554656
2751,27.4,1007.3,34.0,5.3,63.13765182,21.84615385,0.491205212,216.5303644,16.26720648
2752,26.9,1007.1,33.0,4.2,62.91093117,21.92307692,0.49006514700000003,216.18623480000002,16.2388664
2753,26.1,1007.0,33.0,5.3,62.68421053,22.0,0.48892508100000004,215.84210530000004,16.21052632
2754,25.5,1006.9,35.0,4.9,62.45748988,22.07692308,0.487785016,215.49797569999998,16.18218623
2755,24.0,1007.4,37.0,4.3,62.23076923,22.15384615,0.486644951,215.15384619999998,16.15384615
2756,22.5,1008.0,37.0,3.5,62.00404858,22.23076923,0.485504886,214.80971659999997,16.12550607
2757,21.2,1008.2,37.0,3.3,61.77732794,22.30769231,0.484364821,214.465587,16.09716599
2758,20.0,1008.8,38.0,2.6,61.55060729,22.38461538,0.48322475600000003,214.12145750000002,16.06882591
2759,18.8,1008.9,39.0,2.0,61.32388664,22.46153846,0.482084691,213.77732790000002,16.04048583
2760,16.8,1008.9,48.0,1.7,61.09716599,22.53846154,0.480944625,213.4331984,16.01214575
2761,15.6,1008.5,53.0,2.1,60.87044534,22.61538462,0.47980456,213.0890688,15.98380567
2762,15.1,1008.2,54.0,1.4,60.6437247,22.69230769,0.478664495,212.74493930000003,15.95546559
2763,14.4,1007.9,56.0,1.2,60.41700405,22.76923077,0.47752443,212.4008097,15.92712551
2764,13.8,1007.6,58.0,1.3,60.190283400000006,22.84615385,0.476384365,212.05668019999996,15.89878543
2765,12.5,1007.5,71.0,1.4,59.96356275,22.92307692,0.4752443,211.71255060000001,15.87044534
2766,14.7,1007.4,72.0,1.2,59.73684211,23.0,0.474104235,211.3684211,15.84210526
2767,17.1,1007.6,54.0,1.6,59.51012146,23.07692308,0.472964169,211.0242915,15.81376518
2768,19.0,1007.8,42.0,1.0,59.28340081,23.15384615,0.47182410399999997,210.6801619,15.7854251
2769,20.6,1007.5,40.0,1.0,59.05668016,23.23076923,0.470684039,210.3360324,15.75708502
2770,21.7,1007.1,36.0,1.5,58.82995951,23.30769231,0.469543974,209.9919028,15.72874494
2771,22.7,1006.5,34.0,1.6,58.60323887,23.38461538,0.468403909,209.6477733,15.70040486
2772,24.1,1005.8,32.0,1.7,58.37651822,23.46153846,0.467263844,209.30364369999998,15.67206478
2773,25.4,1004.9,31.0,2.3,58.14979757,23.53846154,0.46612377899999996,208.9595142,15.6437247
2774,26.6,1004.0,30.0,2.7,57.92307692,23.61538462,0.46498371299999997,208.6153846,15.61538462
2775,27.7,1003.0,29.0,2.9,57.69635628,23.69230769,0.463843648,208.2712551,15.58704453
2776,28.5,1002.3,30.0,1.9,57.46963563,23.76923077,0.462703583,207.9271255,15.55870445
2777,28.6,1001.6,31.0,2.6,57.24291498,23.84615385,0.46156351799999995,207.582996,15.53036437
2778,28.2,1001.3,32.0,2.9,57.01619433,23.92307692,0.460423453,207.2388664,15.50202429
2779,27.1,1001.2,37.0,1.9,56.78947368,24.0,0.45928338799999996,206.8947368,15.47368421
2780,23.2,1001.2,50.0,1.3,56.56275304,24.07692308,0.458143322,206.5506073,15.44534413
2781,22.3,1002.1,53.0,1.2,56.33603239,24.15384615,0.45700325700000005,206.20647769999997,15.41700405
2782,21.8,1002.4,61.0,2.0,56.10931174,24.23076923,0.45586319200000003,205.86234819999999,15.38866397
2783,20.6,1002.3,66.0,1.8,55.88259109,24.30769231,0.454723127,205.5182186,15.36032389
2784,19.9,1002.0,68.0,2.5,55.65587045,24.38461538,0.45358306200000004,205.17408909999997,15.33198381
2785,18.9,1002.0,72.0,1.7,55.429149800000005,24.46153846,0.452442997,204.8299595,15.30364372
2786,18.5,1001.9,75.0,2.3,55.20242915,24.53846154,0.45130293200000005,204.48583,15.27530364
2787,18.1,1002.0,66.0,2.4,54.975708499999996,24.61538462,0.450162866,204.1417004,15.24696356
2788,17.8,1002.0,61.0,1.9,54.74898785,24.69230769,0.449022801,203.7975709,15.21862348
2789,17.6,1002.1,53.0,1.5,54.52226721,24.76923077,0.447882736,203.4534413,15.1902834
2790,18.3,1002.1,47.0,1.9,54.29554656,24.84615385,0.44674267100000004,203.10931169999998,15.16194332
2791,19.8,1002.3,43.0,2.5,54.06882591,24.92307692,0.445602606,202.7651822,15.13360324
2792,21.2,1002.3,41.0,3.3,53.84210526,25.0,0.444462541,202.4210526,15.10526316
2793,22.5,1002.3,37.0,3.4,53.61538462,25.07692308,0.443322476,202.0769231,15.07692308
2794,24.0,1002.0,37.0,3.2,53.38866397,25.15384615,0.44218241,201.7327935,15.048582999999999
2795,25.4,1001.7,36.0,2.6,53.16194332,25.23076923,0.441042345,201.38866399999998,15.02024291
2796,26.4,1001.1,36.0,1.8,52.93522267,25.30769231,0.43990228,201.0445344,14.99190283
2797,27.8,1000.4,37.0,2.8,52.70850202,25.38461538,0.438762215,200.70040490000002,14.96356275
2798,29.0,999.6,36.0,1.9,52.48178138,25.46153846,0.43762215,200.3562753,14.93522267
2799,29.9,998.9,36.0,2.4,52.25506073,25.53846154,0.436482085,200.0121457,14.90688259
2800,30.2,998.3,38.0,2.9,52.02834008,25.61538462,0.43534202,199.66801619999998,14.87854251
2801,30.5,997.8,39.0,2.3,51.80161943,25.69230769,0.434201954,199.32388659999998,14.85020243
2802,30.1,997.5,41.0,1.9,51.57489879,25.76923077,0.433061889,198.9797571,14.82186235
2803,28.3,997.7,49.0,1.7,51.34817814,25.84615385,0.431921824,198.6356275,14.79352227
2804,26.4,998.2,56.0,1.6,51.12145749,25.92307692,0.430781759,198.291498,14.76518219
2805,25.5,998.6,59.0,2.3,50.89473684,26.0,0.42964169399999996,197.94736840000002,14.73684211
2806,24.0,998.8,61.0,1.7,50.66801619,26.07692308,0.428501629,197.6032389,14.70850202
2807,23.0,998.7,60.0,1.0,50.44129555,26.15384615,0.42736156399999997,197.2591093,14.68016194
2808,21.9,998.5,66.0,1.0,50.2145749,26.23076923,0.426221498,196.91497980000003,14.65182186
2809,21.4,998.1,72.0,1.6,49.98785425,26.30769231,0.42508143299999995,196.5708502,14.62348178
2810,20.9,998.3,73.0,1.4,49.7611336,26.38461538,0.423941368,196.2267206,14.5951417
2811,20.4,998.3,70.0,1.5,49.53441296,26.46153846,0.42280130299999996,195.88259109999998,14.56680162
2812,20.0,998.4,66.0,2.2,49.30769231,26.53846154,0.421661238,195.5384615,14.53846154
2813,19.3,998.6,67.0,1.3,49.08097166,26.61538462,0.42052117299999997,195.194332,14.51012146
2814,20.1,999.3,62.0,1.9,48.85425101,26.69230769,0.41938110700000003,194.8502024,14.48178138
2815,21.7,999.7,59.0,1.9,48.62753036,26.76923077,0.418241042,194.5060729,14.4534413
2816,23.6,1000.7,52.0,2.7,48.40080972,26.84615385,0.41710097700000004,194.16194330000002,14.42510121
2817,26.1,1000.9,47.0,1.9,48.17408907,26.92307692,0.415960912,193.8178138,14.39676113
2818,29.1,1000.9,40.0,2.9,47.94736842,27.0,0.41482084700000005,193.4736842,14.36842105
2819,31.5,1000.9,34.0,3.7,47.72064777,27.07692308,0.413680782,193.12955469999997,14.34008097
2820,33.7,1000.6,28.0,3.4,47.49392713,27.15384615,0.41254071700000006,192.7854251,14.31174089
2821,35.8,1000.3,22.0,3.8,47.26720648,27.23076923,0.411400651,192.4412955,14.28340081
2822,35.6,1000.2,30.0,3.8,47.04048583,27.30769231,0.41026058600000004,192.097166,14.25506073
2823,35.0,999.7,31.0,4.2,46.81376518,27.38461538,0.409120521,191.7530364,14.22672065
2824,33.6,999.8,34.0,4.9,46.58704453,27.46153846,0.407980456,191.4089069,14.19838057
2825,31.8,1000.5,39.0,3.1,46.36032389,27.53846154,0.406840391,191.0647773,14.17004049
2826,30.9,1001.5,42.0,2.6,46.13360324,27.61538462,0.405700326,190.72064780000002,14.141700400000001
2827,30.2,1001.1,40.0,3.3,45.90688259,27.69230769,0.40456026100000003,190.3765182,14.11336032
2828,28.4,1002.8,49.0,2.6,45.68016194,27.76923077,0.403420195,190.03238869999998,14.08502024
2829,27.2,1003.4,43.0,3.3,45.453441299999994,27.84615385,0.40228013,189.6882591,14.05668016
2830,26.1,1004.8,46.0,1.7,45.22672065,27.92307692,0.401140065,189.34412959999997,14.02834008
2831,25.0,1005.2,50.0,1.6,45.0,28.0,0.4,189.0,14.0
2832,25.8,1005.3,47.0,1.3,41.0,39.0,0.5,144.0,12.0
2833,25.7,1005.1,42.0,2.8,37.0,39.0,0.7,111.0,14.0
2834,25.0,1005.3,42.0,2.6,34.0,39.0,1.0,94.0,26.0
2835,25.0,1005.7,43.0,3.3,35.0,34.0,1.0,100.0,25.0
2836,24.8,1005.2,43.0,2.7,36.0,39.0,1.3,73.0,32.0
2837,25.2,1006.7,39.0,4.1,41.0,50.0,1.2,61.0,34.0
2838,24.8,1006.3,39.0,3.7,31.0,34.0,0.6,84.0,20.0
2839,24.8,1006.9,34.0,5.0,25.0,27.0,0.5,87.0,13.0
2840,24.6,1007.6,38.0,5.4,19.0,23.0,0.3,92.0,9.0
2841,24.3,1007.9,37.0,4.9,21.0,22.0,0.2,89.0,6.0
2842,24.3,1008.5,34.0,4.7,26.0,18.0,0.1,86.0,5.0
2843,24.7,1008.7,32.0,4.0,23.0,18.0,0.1,86.0,5.0
2844,23.6,1008.7,32.0,5.7,22.0,16.0,0.1,94.0,4.0
2845,24.1,1007.7,32.0,5.5,19.0,16.0,0.2,97.0,8.0
2846,24.1,1007.2,33.0,5.1,17.0,11.0,0.1,114.0,4.0
2847,24.5,1006.7,33.0,4.6,16.0,11.0,0.1,128.0,3.0
2848,23.9,1005.9,40.0,3.7,21.0,14.0,0.1,131.0,3.0
2849,23.1,1005.9,43.0,2.8,20.0,23.0,0.2,107.0,5.0
2850,22.3,1006.3,47.0,2.3,23.0,28.0,0.3,99.0,5.0
2851,21.8,1006.2,47.0,2.8,17.0,24.0,0.2,106.0,5.0
2852,21.3,1006.6,49.0,1.6,30.0,26.0,0.3,108.0,6.0
